delivery_id,order_id,delivery_partner,distance,delivery_status
D002380,O002380,,-4,Cancelled
D002381,O002381,Amit,15,Cancelled
D002382,O002382,John,5,Delivered
D002383,O002383,John,16,
D002384,O002384,,-3,
D002385,O002385,Kiran,4,
D002386,O002386,,3,Delivered
D002387,O002387,John,10,Cancelled
D002388,O002388,Kiran,4,Cancelled
D002389,O002389,Kiran,2,Delivered
D002390,O002390,Ravi,-2,
D002391,O002391,Amit,15,Delivered
D002392,O002392,Ravi,2,Cancelled
D002393,O002393,Amit,9,delivered
D002394,O002394,Ravi,4,delivered
D002395,O002395,Kiran,6,delivered
D002396,O002396,Amit,9,
D002397,O002397,John,-5,
D002398,O002398,Kiran,2,
D002399,O002399,,16,
D002400,O002400,Kiran,17,Delivered
D002401,O002401,John,14,delivered
D002402,O002402,Ravi,9,delivered
D002403,O002403,Amit,9,
D002404,O002404,Ravi,5,
D002405,O002405,Ravi,16,Delivered
D002406,O002406,Amit,10,Delivered
D002407,O002407,Ravi,4,Delivered
D002408,O002408,John,-2,delivered
D002409,O002409,,4,delivered
D002410,O002410,Amit,12,delivered
D002411,O002411,Ravi,11,delivered
D002412,O002412,Amit,10,Delivered
D002413,O002413,Ravi,14,
D002414,O002414,John,1,delivered
D002415,O002415,Kiran,18,Delivered
D002416,O002416,,13,
D002417,O002417,,13,Cancelled
D002418,O002418,Amit,-1,
D002419,O002419,,4,Cancelled
D002420,O002420,Ravi,17,Cancelled
D002421,O002421,John,-2,delivered
D002422,O002422,John,1,Delivered
D002423,O002423,Amit,12,
D002424,O002424,Ravi,5,Cancelled
D002425,O002425,,-5,Delivered
D002426,O002426,Ravi,16,
D002427,O002427,,-2,delivered
D002428,O002428,Ravi,10,
D002429,O002429,,17,delivered
D002430,O002430,,-5,
D002431,O002431,John,-5,
D002432,O002432,Kiran,15,Cancelled
D002433,O002433,Kiran,11,Cancelled
D002434,O002434,Amit,-4,Cancelled
D002435,O002435,Kiran,-3,delivered
D002436,O002436,Amit,11,
D002437,O002437,John,18,
D002438,O002438,Amit,-4,delivered
D002439,O002439,Kiran,-4,
D002440,O002440,,2,Cancelled
D002441,O002441,Amit,1,delivered
D002442,O002442,Kiran,13,delivered
D002443,O002443,Kiran,15,
D002444,O002444,,13,Cancelled
D002445,O002445,Ravi,5,
D002446,O002446,Kiran,5,
D002447,O002447,John,15,delivered
D002448,O002448,,19,delivered
D002449,O002449,Ravi,13,Delivered
D002450,O002450,,5,
D002451,O002451,Amit,7,Delivered
D002452,O002452,Kiran,-3,
D002453,O002453,Kiran,-5,Delivered
D002454,O002454,,-1,
D002455,O002455,Amit,-3,delivered
D002456,O002456,,-3,delivered
D002457,O002457,John,6,Delivered
D002458,O002458,Kiran,-2,Delivered
D002459,O002459,Kiran,12,Delivered
D002460,O002460,John,12,Cancelled
D002461,O002461,Ravi,18,Delivered
D002462,O002462,Kiran,13,Delivered
D002463,O002463,,-2,Delivered
D002464,O002464,Ravi,-4,Cancelled
D002465,O002465,Ravi,-1,Cancelled
D002466,O002466,,6,
D002467,O002467,John,19,delivered
D002468,O002468,Ravi,3,Delivered
D002469,O002469,Kiran,18,Delivered
D002470,O002470,Amit,19,delivered
D002471,O002471,Ravi,19,
D002472,O002472,John,6,
D002473,O002473,,7,Delivered
D002474,O002474,Kiran,19,delivered
D002475,O002475,Amit,7,Delivered
D002476,O002476,Ravi,12,Delivered
D002477,O002477,John,13,Delivered
D002478,O002478,Amit,14,delivered
D002479,O002479,Amit,-5,delivered
D002480,O002480,Kiran,16,
D002481,O002481,Kiran,6,delivered
D002482,O002482,Ravi,-4,delivered
D002483,O002483,Ravi,-2,delivered
D002484,O002484,Amit,-1,Cancelled
D002485,O002485,John,14,
D002486,O002486,Amit,16,delivered
D002487,O002487,John,4,Delivered
D002488,O002488,Kiran,16,Cancelled
D002489,O002489,John,19,Cancelled
D002490,O002490,John,19,
D002491,O002491,Kiran,-5,Cancelled
D002492,O002492,,4,Cancelled
D002493,O002493,Amit,9,
D002494,O002494,Ravi,2,delivered
D002495,O002495,John,15,
D002496,O002496,Ravi,11,Delivered
D002497,O002497,Ravi,6,delivered
D002498,O002498,Amit,-1,delivered
D002499,O002499,,0,Cancelled
D002500,O002500,,10,delivered
D002501,O002501,,1,Cancelled
D002502,O002502,,13,delivered
D002503,O002503,Kiran,3,
D002504,O002504,Ravi,13,Cancelled
D002505,O002505,Ravi,11,
D002506,O002506,Kiran,13,Cancelled
D002507,O002507,Amit,17,Cancelled
D002508,O002508,John,4,Cancelled
D002509,O002509,,11,delivered
D002510,O002510,,8,delivered
D002511,O002511,Kiran,8,
D002512,O002512,,14,Delivered
D002513,O002513,Kiran,17,
D002514,O002514,John,9,Delivered
D002515,O002515,Ravi,13,Cancelled
D002516,O002516,,1,Delivered
D002517,O002517,Amit,10,Delivered
D002518,O002518,Kiran,14,Cancelled
D002519,O002519,John,17,
D002520,O002520,Amit,3,Cancelled
D002521,O002521,Ravi,15,Cancelled
D002522,O002522,Amit,13,Delivered
D002523,O002523,Kiran,11,Cancelled
D002524,O002524,,13,
D002525,O002525,Ravi,14,Delivered
D002526,O002526,Kiran,6,
D002527,O002527,John,-4,Cancelled
D002528,O002528,Amit,-2,
D002529,O002529,Amit,15,
D002530,O002530,Ravi,2,Cancelled
D002531,O002531,Ravi,5,delivered
D002532,O002532,John,5,
D002533,O002533,John,6,delivered
D002534,O002534,Ravi,-1,Cancelled
D002535,O002535,Kiran,12,delivered
D002536,O002536,Kiran,9,delivered
D002537,O002537,Ravi,11,delivered
D002538,O002538,Amit,3,delivered
D002539,O002539,,-2,
D002540,O002540,John,8,
D002541,O002541,Kiran,3,Delivered
D002542,O002542,,3,delivered
D002543,O002543,Amit,11,Cancelled
D002544,O002544,John,6,
D002545,O002545,Kiran,1,delivered
D002546,O002546,Kiran,6,Cancelled
D002547,O002547,Amit,6,Delivered
D002548,O002548,Amit,0,Cancelled
D002549,O002549,Kiran,10,Cancelled
D002550,O002550,Kiran,-4,delivered
D002551,O002551,,4,
D002552,O002552,Amit,-2,Cancelled
D002553,O002553,Amit,-1,Cancelled
D002554,O002554,,-1,Delivered
D002555,O002555,Amit,1,
D002556,O002556,Ravi,-4,
D002557,O002557,John,13,
D002558,O002558,Ravi,12,
D002559,O002559,Amit,1,
D002560,O002560,,8,Delivered
D002561,O002561,Kiran,9,
D002562,O002562,Amit,17,
D002563,O002563,Kiran,19,delivered
D002564,O002564,John,14,Delivered
D002565,O002565,Ravi,9,Delivered
D002566,O002566,John,14,
D002567,O002567,Kiran,16,Cancelled
D002568,O002568,John,8,delivered
D002569,O002569,Kiran,-3,delivered
D002570,O002570,Ravi,-3,Cancelled
D002571,O002571,Kiran,19,
D002572,O002572,Ravi,17,
D002573,O002573,Amit,6,Delivered
D002574,O002574,Kiran,19,
D002575,O002575,John,-4,Delivered
D002576,O002576,,-2,Delivered
D002577,O002577,John,2,delivered
D002578,O002578,,3,Cancelled
D002579,O002579,John,-3,Cancelled
D002580,O002580,Kiran,18,Delivered
D002581,O002581,Amit,18,delivered
D002582,O002582,Kiran,-3,Cancelled
D002583,O002583,Ravi,5,Delivered
D002584,O002584,Amit,18,Delivered
D002585,O002585,Kiran,0,Cancelled
D002586,O002586,Amit,19,Cancelled
D002587,O002587,Ravi,-5,Cancelled
D002588,O002588,,3,delivered
D002589,O002589,Amit,18,Delivered
D002590,O002590,Amit,6,
D002591,O002591,Ravi,7,Cancelled
D002592,O002592,Kiran,8,delivered
D002593,O002593,,2,delivered
D002594,O002594,Amit,18,Cancelled
D002595,O002595,Amit,9,Cancelled
D002596,O002596,Amit,4,Cancelled
D002597,O002597,Amit,17,Cancelled
D002598,O002598,Ravi,13,delivered
D002599,O002599,Amit,0,Cancelled
D002600,O002600,,10,Delivered
D002601,O002601,Ravi,4,Delivered
D002602,O002602,Amit,18,Cancelled
D002603,O002603,,7,Cancelled
D002604,O002604,John,2,delivered
D002605,O002605,John,-2,Delivered
D002606,O002606,,2,Delivered
D002607,O002607,Amit,2,delivered
D002608,O002608,Amit,5,Cancelled
D002609,O002609,Ravi,-5,
D002610,O002610,Amit,5,delivered
D002611,O002611,Ravi,-1,delivered
D002612,O002612,Amit,17,
D002613,O002613,Kiran,9,Delivered
D002614,O002614,Kiran,18,delivered
D002615,O002615,,3,Delivered
D002616,O002616,Kiran,5,Delivered
D002617,O002617,John,5,delivered
D002618,O002618,John,9,delivered
D002619,O002619,Ravi,6,Cancelled
D002620,O002620,John,8,Delivered
D002621,O002621,Amit,0,delivered
D002622,O002622,Ravi,10,Delivered
D002623,O002623,Kiran,7,delivered
D002624,O002624,Kiran,-1,delivered
D002625,O002625,John,18,Cancelled
D002626,O002626,John,16,Cancelled
D002627,O002627,Amit,12,Cancelled
D002628,O002628,Kiran,3,delivered
D002629,O002629,John,6,Cancelled
D002630,O002630,Kiran,3,Delivered
D002631,O002631,Kiran,11,Delivered
D002632,O002632,John,19,delivered
D002633,O002633,Kiran,15,Cancelled
D002634,O002634,John,8,
D002635,O002635,,19,delivered
D002636,O002636,John,7,
D002637,O002637,Kiran,-1,delivered
D002638,O002638,,4,
D002639,O002639,Kiran,16,Delivered
D002640,O002640,Kiran,3,
D002641,O002641,,7,Cancelled
D002642,O002642,Amit,1,
D002643,O002643,,8,
D002644,O002644,Kiran,-2,Delivered
D002645,O002645,Kiran,16,Cancelled
D002646,O002646,Amit,2,Cancelled
D002647,O002647,,-1,
D002648,O002648,John,7,delivered
D002649,O002649,Kiran,14,Cancelled
D002650,O002650,,17,Cancelled
D002651,O002651,Ravi,13,delivered
D002652,O002652,Kiran,14,Delivered
D002653,O002653,John,9,Delivered
D002654,O002654,Kiran,1,Delivered
D002655,O002655,,15,Cancelled
D002656,O002656,Amit,11,Cancelled
D002657,O002657,Ravi,0,delivered
D002658,O002658,John,8,delivered
D002659,O002659,Kiran,8,delivered
D002660,O002660,John,19,
D002661,O002661,Amit,4,Delivered
D002662,O002662,Ravi,8,Cancelled
D002663,O002663,John,13,delivered
D002664,O002664,,14,Cancelled
D002665,O002665,,5,
D002666,O002666,John,4,delivered
D002667,O002667,Ravi,9,delivered
D002668,O002668,Kiran,-4,
D002669,O002669,,13,Delivered
D002670,O002670,Kiran,6,Delivered
D002671,O002671,Kiran,15,Cancelled
D002672,O002672,John,16,Cancelled
D002673,O002673,,12,delivered
D002674,O002674,John,8,Delivered
D002675,O002675,Amit,-4,Cancelled
D002676,O002676,Kiran,6,Delivered
D002677,O002677,Ravi,16,Cancelled
D002678,O002678,Kiran,-5,
D002679,O002679,Ravi,12,
D002680,O002680,John,6,Cancelled
D002681,O002681,,6,
D002682,O002682,Kiran,-2,Delivered
D002683,O002683,Amit,11,Cancelled
D002684,O002684,Kiran,15,
D002685,O002685,Ravi,10,Cancelled
D002686,O002686,Ravi,13,Delivered
D002687,O002687,Ravi,-5,Delivered
D002688,O002688,,14,Cancelled
D002689,O002689,Amit,11,Cancelled
D002690,O002690,Amit,-4,Delivered
D002691,O002691,Ravi,5,Cancelled
D002692,O002692,Amit,1,Cancelled
D002693,O002693,Amit,-5,Cancelled
D002694,O002694,John,0,delivered
D002695,O002695,Amit,14,Delivered
D002696,O002696,Ravi,0,delivered
D002697,O002697,,-1,delivered
D002698,O002698,John,5,delivered
D002699,O002699,Amit,16,
D002700,O002700,John,-1,delivered
D002701,O002701,Kiran,-4,Cancelled
D002702,O002702,John,4,delivered
D002703,O002703,John,8,
D002704,O002704,John,14,
D002705,O002705,Amit,17,delivered
D002706,O002706,John,14,Delivered
D002707,O002707,,15,Cancelled
D002708,O002708,Amit,12,Cancelled
D002709,O002709,Ravi,7,Delivered
D002710,O002710,Kiran,-3,Cancelled
D002711,O002711,Ravi,15,
D002712,O002712,Amit,-2,
D002713,O002713,Ravi,13,Cancelled
D002714,O002714,Kiran,12,Delivered
D002715,O002715,John,6,Cancelled
D002716,O002716,Ravi,19,delivered
D002717,O002717,Amit,12,
D002718,O002718,,8,
D002719,O002719,Kiran,19,delivered
D002720,O002720,Ravi,-2,
D002721,O002721,,4,delivered
D002722,O002722,Kiran,3,
D002723,O002723,Ravi,19,Delivered
D002724,O002724,Amit,15,
D002725,O002725,,17,Cancelled
D002726,O002726,,14,Cancelled
D002727,O002727,Ravi,10,Cancelled
D002728,O002728,Ravi,5,Cancelled
D002729,O002729,Amit,14,Delivered
D002730,O002730,Amit,-5,
D002731,O002731,John,4,Cancelled
D002732,O002732,Ravi,19,
D002733,O002733,Amit,4,Delivered
D002734,O002734,Ravi,18,delivered
D002735,O002735,Amit,3,Delivered
D002736,O002736,Kiran,-5,Cancelled
D002737,O002737,Amit,-4,Delivered
D002738,O002738,Amit,9,Cancelled
D002739,O002739,Kiran,2,Delivered
D002740,O002740,Kiran,18,Cancelled
D002741,O002741,John,9,delivered
D002742,O002742,Amit,11,delivered
D002743,O002743,Kiran,4,
D002744,O002744,John,-1,
D002745,O002745,John,16,Delivered
D002746,O002746,Ravi,-1,delivered
D002747,O002747,Kiran,16,Cancelled
D002748,O002748,,17,delivered
D002749,O002749,Kiran,5,delivered
D002750,O002750,Kiran,4,delivered
D002751,O002751,John,16,delivered
D002752,O002752,Kiran,-3,Cancelled
D002753,O002753,Kiran,16,delivered
D002754,O002754,John,3,delivered
D002755,O002755,John,16,Delivered
D002756,O002756,Ravi,16,
D002757,O002757,Ravi,-1,
D002758,O002758,Kiran,-5,
D002759,O002759,Kiran,-1,
D002760,O002760,Amit,5,Cancelled
D002761,O002761,,-5,Delivered
D002762,O002762,Amit,10,Delivered
D002763,O002763,Amit,2,Delivered
D002764,O002764,Kiran,10,delivered
D002765,O002765,John,-5,delivered
D002766,O002766,John,2,Delivered
D002767,O002767,,-2,Cancelled
D002768,O002768,John,13,
D002769,O002769,Kiran,-2,Cancelled
D002770,O002770,John,12,Delivered
D002771,O002771,Ravi,13,
D002772,O002772,,-2,
D002773,O002773,John,3,
D002774,O002774,John,-4,Cancelled
D002775,O002775,Ravi,-3,Delivered
D002776,O002776,Amit,7,delivered
D002777,O002777,Kiran,14,
D002778,O002778,John,13,
D002779,O002779,Ravi,13,
D002780,O002780,Ravi,3,
D002781,O002781,Amit,-1,
D002782,O002782,John,9,delivered
D002783,O002783,Amit,3,
D002784,O002784,,0,
D002785,O002785,Ravi,4,delivered
D002786,O002786,Kiran,18,Cancelled
D002787,O002787,Ravi,-5,Delivered
D002788,O002788,Amit,7,Cancelled
D002789,O002789,Kiran,18,
D002790,O002790,Kiran,11,Cancelled
D002791,O002791,Ravi,8,delivered
D002792,O002792,Kiran,19,
D002793,O002793,John,-3,Cancelled
D002794,O002794,Ravi,7,Delivered
D002795,O002795,Amit,19,Cancelled
D002796,O002796,,2,
D002797,O002797,Amit,17,
D002798,O002798,John,-5,
D002799,O002799,,17,delivered
D002800,O002800,,-4,
D002801,O002801,Amit,-4,Cancelled
D002802,O002802,Ravi,19,Delivered
D002803,O002803,Ravi,3,Cancelled
D002804,O002804,,-5,Delivered
D002805,O002805,Amit,5,
D002806,O002806,Amit,1,Delivered
D002807,O002807,Ravi,15,delivered
D002808,O002808,John,0,delivered
D002809,O002809,Ravi,11,delivered
D002810,O002810,Ravi,0,delivered
D002811,O002811,John,10,delivered
D002812,O002812,Ravi,-5,Delivered
D002813,O002813,,-2,Delivered
D002814,O002814,,12,
D002815,O002815,,-4,Delivered
D002816,O002816,,-5,Delivered
D002817,O002817,,1,Cancelled
D002818,O002818,Amit,10,
D002819,O002819,Amit,7,Delivered
D002820,O002820,John,12,
D002821,O002821,Kiran,1,delivered
D002822,O002822,,12,Delivered
D002823,O002823,Kiran,1,Cancelled
D002824,O002824,Kiran,-2,Cancelled
D002825,O002825,,19,delivered
D002826,O002826,Ravi,11,Cancelled
D002827,O002827,John,13,Cancelled
D002828,O002828,Kiran,-1,delivered
D002829,O002829,Ravi,1,Delivered
D002830,O002830,Ravi,17,Cancelled
D002831,O002831,,0,Cancelled
D002832,O002832,John,-1,Delivered
D002833,O002833,,7,delivered
D002834,O002834,John,6,Cancelled
D002835,O002835,,-1,Cancelled
D002836,O002836,John,-2,delivered
D002837,O002837,Amit,19,Cancelled
D002838,O002838,Ravi,2,Delivered
D002839,O002839,Ravi,9,Cancelled
D002840,O002840,Ravi,19,Cancelled
D002841,O002841,John,17,Cancelled
D002842,O002842,Ravi,5,Delivered
D002843,O002843,Amit,-1,Delivered
D002844,O002844,Amit,5,
D002845,O002845,Kiran,4,Cancelled
D002846,O002846,Ravi,-4,Delivered
D002847,O002847,,14,Cancelled
D002848,O002848,,16,delivered
D002849,O002849,,2,delivered
D002850,O002850,Amit,15,Cancelled
D002851,O002851,Kiran,19,delivered
D002852,O002852,Kiran,14,Delivered
D002853,O002853,Amit,16,Cancelled
D002854,O002854,Kiran,-2,Cancelled
D002855,O002855,,16,Cancelled
D002856,O002856,,10,
D002857,O002857,Amit,8,
D002858,O002858,,-3,
D002859,O002859,John,2,Cancelled
D002860,O002860,,-2,Cancelled
D002861,O002861,Ravi,1,
D002862,O002862,Amit,18,delivered
D002863,O002863,Amit,3,Delivered
D002864,O002864,Kiran,-4,delivered
D002865,O002865,Kiran,-3,
D002866,O002866,Kiran,3,Delivered
D002867,O002867,Ravi,17,
D002868,O002868,,1,Delivered
D002869,O002869,Amit,14,Delivered
D002870,O002870,,9,Delivered
D002871,O002871,Kiran,11,
D002872,O002872,Amit,6,
D002873,O002873,Kiran,18,Delivered
D002874,O002874,Ravi,19,Cancelled
D002875,O002875,Amit,-2,Cancelled
D002876,O002876,Kiran,11,Cancelled
D002877,O002877,Kiran,3,Cancelled
D002878,O002878,Kiran,15,delivered
D002879,O002879,Ravi,0,delivered
D002880,O002880,,12,Cancelled
D002881,O002881,,15,
D002882,O002882,,11,Cancelled
D002883,O002883,Ravi,-3,Delivered
D002884,O002884,,11,Delivered
D002885,O002885,,11,
D002886,O002886,Ravi,19,Delivered
D002887,O002887,Amit,16,Cancelled
D002888,O002888,Kiran,7,Cancelled
D002889,O002889,Kiran,18,
D002890,O002890,Ravi,9,
D002891,O002891,,15,
D002892,O002892,John,6,delivered
D002893,O002893,,8,Delivered
D002894,O002894,John,9,Delivered
D002895,O002895,Kiran,8,delivered
D002896,O002896,Ravi,19,Delivered
D002897,O002897,,-2,
D002898,O002898,Ravi,10,Delivered
D002899,O002899,,2,Cancelled
D002900,O002900,,16,delivered
D002901,O002901,,5,delivered
D002902,O002902,John,15,Delivered
D002903,O002903,Ravi,-1,delivered
D002904,O002904,Kiran,-3,Delivered
D002905,O002905,Amit,14,Delivered
D002906,O002906,John,4,Cancelled
D002907,O002907,Kiran,-1,Cancelled
D002908,O002908,Ravi,3,Delivered
D002909,O002909,Amit,-3,delivered
D002910,O002910,Amit,-1,delivered
D002911,O002911,Ravi,10,Cancelled
D002912,O002912,John,7,Delivered
D002913,O002913,,5,Delivered
D002914,O002914,,19,Cancelled
D002915,O002915,,11,Delivered
D002916,O002916,Kiran,15,Cancelled
D002917,O002917,Ravi,-2,Delivered
D002918,O002918,John,11,delivered
D002919,O002919,Ravi,-5,Cancelled
D002920,O002920,Amit,17,Delivered
D002921,O002921,Kiran,0,Delivered
D002922,O002922,John,-5,Cancelled
D002923,O002923,Amit,14,
D002924,O002924,,1,
D002925,O002925,,5,Delivered
D002926,O002926,,16,Delivered
D002927,O002927,Ravi,4,Delivered
D002928,O002928,Amit,12,
D002929,O002929,John,19,Cancelled
D002930,O002930,Amit,4,
D002931,O002931,John,13,delivered
D002932,O002932,Kiran,-4,
D002933,O002933,Kiran,-5,
D002934,O002934,John,8,Delivered
D002935,O002935,Amit,6,Cancelled
D002936,O002936,John,9,Cancelled
D002937,O002937,John,13,
D002938,O002938,,16,Delivered
D002939,O002939,John,11,Cancelled
D002940,O002940,,12,Delivered
D002941,O002941,,3,
D002942,O002942,John,-5,Cancelled
D002943,O002943,Ravi,-5,delivered
D002944,O002944,Amit,3,
D002945,O002945,John,13,
D002946,O002946,Kiran,0,delivered
D002947,O002947,John,13,
D002948,O002948,John,12,delivered
D002949,O002949,Kiran,-3,delivered
D002950,O002950,,-2,
D002951,O002951,,5,delivered
D002952,O002952,Ravi,11,delivered
D002953,O002953,John,-3,
D002954,O002954,John,17,
D002955,O002955,Amit,-4,delivered
D002956,O002956,,17,Delivered
D002957,O002957,John,-2,
D002958,O002958,Amit,17,
D002959,O002959,Ravi,5,Delivered
D002960,O002960,Amit,-3,
D002961,O002961,,17,Delivered
D002962,O002962,,1,Cancelled
D002963,O002963,Ravi,13,
D002964,O002964,John,0,
D002965,O002965,Amit,19,Cancelled
D002966,O002966,John,10,
D002967,O002967,John,17,delivered
D002968,O002968,John,15,delivered
D002969,O002969,Kiran,5,Cancelled
D002970,O002970,Ravi,-5,delivered
D002971,O002971,John,2,Cancelled
D002972,O002972,Ravi,-2,delivered
D002973,O002973,John,12,
D002974,O002974,Amit,19,delivered
D002975,O002975,Amit,-3,
D002976,O002976,Ravi,7,delivered
D002977,O002977,John,0,Cancelled
D002978,O002978,Ravi,-3,delivered
D002979,O002979,Ravi,8,
D002980,O002980,Kiran,1,Cancelled
D002981,O002981,John,12,delivered
D002982,O002982,Kiran,-2,Delivered
D002983,O002983,John,7,Delivered
D002984,O002984,,5,Cancelled
D002985,O002985,,4,Delivered
D002986,O002986,Kiran,10,Delivered
D002987,O002987,,19,delivered
D002988,O002988,Kiran,5,delivered
D002989,O002989,,18,
D002990,O002990,Kiran,8,delivered
D002991,O002991,,2,Cancelled
D002992,O002992,Ravi,2,
D002993,O002993,Ravi,17,
D002994,O002994,Ravi,0,delivered
D002995,O002995,John,18,
D002996,O002996,Amit,17,
D002997,O002997,Kiran,-5,delivered
D002998,O002998,Amit,0,Cancelled
D002999,O002999,Ravi,18,delivered
D003000,O003000,Kiran,8,Delivered
D003001,O003001,Kiran,15,
D003002,O003002,John,0,delivered
D003003,O003003,Amit,9,Cancelled
D003004,O003004,Amit,12,Cancelled
D003005,O003005,,9,
D003006,O003006,Kiran,6,Delivered
D003007,O003007,Ravi,5,delivered
D003008,O003008,,-4,Delivered
D003009,O003009,,-4,delivered
D003010,O003010,Kiran,6,Cancelled
D003011,O003011,,16,Cancelled
D003012,O003012,Kiran,15,
D003013,O003013,Kiran,0,Delivered
D003014,O003014,,0,Cancelled
D003015,O003015,Ravi,6,
D003016,O003016,,-2,Cancelled
D003017,O003017,Amit,1,delivered
D003018,O003018,Kiran,6,Delivered
D003019,O003019,Ravi,3,Delivered
D003020,O003020,John,1,delivered
D003021,O003021,John,10,delivered
D003022,O003022,,9,Delivered
D003023,O003023,John,16,
D003024,O003024,Amit,-3,
D003025,O003025,,0,Cancelled
D003026,O003026,,18,
D003027,O003027,Ravi,8,Delivered
D003028,O003028,Kiran,2,
D003029,O003029,,-2,delivered
D003030,O003030,,7,Delivered
D003031,O003031,,-1,Cancelled
D003032,O003032,Ravi,14,Delivered
D003033,O003033,,12,Delivered
D003034,O003034,Kiran,5,
D003035,O003035,Kiran,-1,
D003036,O003036,,11,
D003037,O003037,Ravi,-4,Cancelled
D003038,O003038,John,17,Cancelled
D003039,O003039,,-1,Cancelled
D003040,O003040,,2,Cancelled
D003041,O003041,Amit,0,delivered
D003042,O003042,Ravi,2,Delivered
D003043,O003043,Kiran,-4,
D003044,O003044,Ravi,2,Delivered
D003045,O003045,Ravi,19,Delivered
D003046,O003046,,18,Delivered
D003047,O003047,Amit,1,
D003048,O003048,,2,Delivered
