payment_id,order_id,payment_method,payment_status
P003575,O003575,UPI,Completed
P003576,O003576,Debit Card,completed
P003577,O003577,Debit Card,
P003578,O003578,Credit Card,completed
P003579,O003579,,
P003580,O003580,Credit Card,Failed
P003581,O003581,Debit Card,Failed
P003582,O003582,Debit Card,completed
P003583,O003583,Debit Card,
P003584,O003584,UPI,Failed
P003585,O003585,Credit Card,completed
P003586,O003586,,
P003587,O003587,UPI,Failed
P003588,O003588,Cash,Completed
P003589,O003589,Debit Card,Failed
P003590,O003590,UPI,completed
P003591,O003591,Cash,completed
P003592,O003592,Debit Card,
P003593,O003593,UPI,Completed
P003594,O003594,Debit Card,completed
P003595,O003595,Credit Card,Completed
P003596,O003596,Debit Card,Completed
P003597,O003597,,
P003598,O003598,,
P003599,O003599,Debit Card,Completed
P003600,O003600,UPI,Completed
P003601,O003601,Cash,completed
P003602,O003602,Cash,Completed
P003603,O003603,,
P003604,O003604,,
P003605,O003605,UPI,completed
P003606,O003606,Credit Card,
P003607,O003607,,Completed
P003608,O003608,,Failed
P003609,O003609,Debit Card,
P003610,O003610,Credit Card,completed
P003611,O003611,Credit Card,Completed
P003612,O003612,,
P003613,O003613,Debit Card,Failed
P003614,O003614,UPI,
P003615,O003615,Cash,Completed
P003616,O003616,,
P003617,O003617,Cash,Completed
P003618,O003618,Cash,Failed
P003619,O003619,Cash,
P003620,O003620,,Failed
P003621,O003621,UPI,Completed
P003622,O003622,Credit Card,Failed
P003623,O003623,Debit Card,Completed
P003624,O003624,Credit Card,completed
P003625,O003625,Debit Card,
P003626,O003626,Credit Card,Completed
P003627,O003627,,completed
P003628,O003628,,Failed
P003629,O003629,Cash,
P003630,O003630,Debit Card,
P003631,O003631,UPI,
P003632,O003632,,
P003633,O003633,Debit Card,Failed
P003634,O003634,,
P003635,O003635,UPI,Completed
P003636,O003636,Debit Card,
P003637,O003637,Cash,Failed
P003638,O003638,Debit Card,Completed
P003639,O003639,UPI,Completed
P003640,O003640,Cash,Completed
P003641,O003641,,completed
P003642,O003642,Cash,completed
P003643,O003643,,
P003644,O003644,UPI,completed
P003645,O003645,Credit Card,Failed
P003646,O003646,Credit Card,
P003647,O003647,UPI,completed
P003648,O003648,,completed
P003649,O003649,Cash,Failed
P003650,O003650,,Failed
P003651,O003651,Credit Card,completed
P003652,O003652,Cash,completed
P003653,O003653,Debit Card,completed
P003654,O003654,Credit Card,completed
P003655,O003655,UPI,
P003656,O003656,Cash,
P003657,O003657,,
P003658,O003658,Debit Card,completed
P003659,O003659,Credit Card,Failed
P003660,O003660,Cash,Failed
P003661,O003661,Credit Card,
P003662,O003662,UPI,Failed
P003663,O003663,Credit Card,Completed
P003664,O003664,,
P003665,O003665,,Failed
P003666,O003666,UPI,Failed
P003667,O003667,UPI,completed
P003668,O003668,Debit Card,
P003669,O003669,Cash,
P003670,O003670,Credit Card,Completed
P003671,O003671,UPI,Completed
P003672,O003672,Cash,Failed
P003673,O003673,UPI,completed
P003674,O003674,UPI,
P003675,O003675,Debit Card,Completed
P003676,O003676,,
P003677,O003677,Cash,Failed
P003678,O003678,Debit Card,completed
P003679,O003679,,Completed
P003680,O003680,UPI,Failed
P003681,O003681,Debit Card,completed
P003682,O003682,,Failed
P003683,O003683,,
P003684,O003684,Debit Card,
P003685,O003685,Credit Card,Failed
P003686,O003686,Debit Card,Completed
P003687,O003687,UPI,Failed
P003688,O003688,Credit Card,completed
P003689,O003689,Debit Card,Failed
P003690,O003690,,completed
P003691,O003691,Cash,completed
P003692,O003692,Debit Card,completed
P003693,O003693,,Failed
P003694,O003694,Debit Card,
P003695,O003695,UPI,
P003696,O003696,UPI,Failed
P003697,O003697,,completed
P003698,O003698,,Failed
P003699,O003699,Credit Card,
P003700,O003700,UPI,
P003701,O003701,Cash,
P003702,O003702,UPI,completed
P003703,O003703,UPI,Completed
P003704,O003704,Cash,Completed
P003705,O003705,UPI,
P003706,O003706,Debit Card,
P003707,O003707,Debit Card,
P003708,O003708,UPI,Failed
P003709,O003709,UPI,completed
P003710,O003710,Cash,completed
P003711,O003711,UPI,completed
P003712,O003712,,Failed
P003713,O003713,Debit Card,Completed
P003714,O003714,UPI,Failed
P003715,O003715,,Completed
P003716,O003716,UPI,completed
P003717,O003717,Credit Card,
P003718,O003718,,Completed
P003719,O003719,Debit Card,
P003720,O003720,Debit Card,Completed
P003721,O003721,Credit Card,Failed
P003722,O003722,,completed
P003723,O003723,,Failed
P003724,O003724,Cash,completed
P003725,O003725,UPI,completed
P003726,O003726,,completed
P003727,O003727,Cash,
P003728,O003728,Credit Card,Failed
P003729,O003729,Credit Card,Failed
P003730,O003730,Credit Card,completed
P003731,O003731,Cash,Completed
P003732,O003732,Debit Card,completed
P003733,O003733,Credit Card,Completed
P003734,O003734,Cash,Failed
P003735,O003735,Cash,
P003736,O003736,UPI,Failed
P003737,O003737,Credit Card,Completed
P003738,O003738,Debit Card,
P003739,O003739,Cash,Failed
P003740,O003740,Debit Card,Failed
P003741,O003741,Debit Card,Completed
P003742,O003742,Credit Card,Failed
P003743,O003743,Credit Card,Completed
P003744,O003744,UPI,Completed
P003745,O003745,Debit Card,completed
P003746,O003746,Debit Card,Failed
P003747,O003747,Cash,
P003748,O003748,Cash,completed
P003749,O003749,Cash,Completed
P003750,O003750,Debit Card,Failed
P003751,O003751,UPI,Failed
P003752,O003752,,Completed
P003753,O003753,Cash,
P003754,O003754,,completed
P003755,O003755,UPI,Completed
P003756,O003756,Debit Card,Failed
P003757,O003757,,Completed
P003758,O003758,Credit Card,completed
P003759,O003759,Debit Card,Completed
P003760,O003760,Credit Card,Completed
P003761,O003761,UPI,
P003762,O003762,,Failed
P003763,O003763,,Completed
P003764,O003764,UPI,Failed
P003765,O003765,UPI,
P003766,O003766,Debit Card,completed
P003767,O003767,UPI,Completed
P003768,O003768,Cash,
P003769,O003769,Credit Card,
P003770,O003770,UPI,
P003771,O003771,Cash,Failed
P003772,O003772,,Failed
P003773,O003773,UPI,
P003774,O003774,Credit Card,
P003775,O003775,Credit Card,Completed
P003776,O003776,Debit Card,Completed
P003777,O003777,,Failed
P003778,O003778,,
P003779,O003779,Credit Card,Failed
P003780,O003780,Cash,
P003781,O003781,Credit Card,completed
P003782,O003782,UPI,completed
P003783,O003783,Debit Card,completed
P003784,O003784,UPI,Completed
P003785,O003785,,
P003786,O003786,UPI,
P003787,O003787,,Completed
P003788,O003788,Debit Card,completed
P003789,O003789,,Completed
P003790,O003790,Debit Card,
P003791,O003791,Cash,Completed
P003792,O003792,Cash,Completed
P003793,O003793,Debit Card,Completed
P003794,O003794,Credit Card,completed
P003795,O003795,Debit Card,Completed
P003796,O003796,,completed
P003797,O003797,Cash,completed
P003798,O003798,Cash,Completed
P003799,O003799,Debit Card,Completed
P003800,O003800,Credit Card,completed
P003801,O003801,Debit Card,Completed
P003802,O003802,,
P003803,O003803,,completed
P003804,O003804,UPI,Failed
P003805,O003805,Credit Card,Failed
P003806,O003806,Cash,completed
P003807,O003807,,Failed
P003808,O003808,,
P003809,O003809,Credit Card,completed
P003810,O003810,Debit Card,completed
P003811,O003811,UPI,Completed
P003812,O003812,,
P003813,O003813,UPI,Failed
P003814,O003814,Cash,Failed
P003815,O003815,UPI,Completed
P003816,O003816,,completed
P003817,O003817,Debit Card,
P003818,O003818,,
P003819,O003819,Cash,Completed
P003820,O003820,UPI,Failed
P003821,O003821,Debit Card,completed
P003822,O003822,Debit Card,
P003823,O003823,UPI,completed
P003824,O003824,UPI,Completed
P003825,O003825,UPI,completed
P003826,O003826,Cash,Failed
P003827,O003827,Debit Card,
P003828,O003828,,
P003829,O003829,Cash,Failed
P003830,O003830,UPI,Failed
P003831,O003831,UPI,completed
P003832,O003832,,Completed
P003833,O003833,,
P003834,O003834,,Failed
P003835,O003835,Credit Card,completed
P003836,O003836,Cash,
P003837,O003837,Credit Card,Completed
P003838,O003838,,completed
P003839,O003839,Debit Card,Failed
P003840,O003840,Cash,
P003841,O003841,Credit Card,completed
P003842,O003842,UPI,Failed
P003843,O003843,Cash,Failed
P003844,O003844,Debit Card,Failed
P003845,O003845,Debit Card,
P003846,O003846,,Failed
P003847,O003847,,completed
P003848,O003848,UPI,
P003849,O003849,Debit Card,completed
P003850,O003850,,Completed
P003851,O003851,Credit Card,Completed
P003852,O003852,,Completed
P003853,O003853,UPI,Completed
P003854,O003854,UPI,Failed
P003855,O003855,Credit Card,
P003856,O003856,Cash,Failed
P003857,O003857,Debit Card,completed
P003858,O003858,UPI,completed
P003859,O003859,Debit Card,Completed
P003860,O003860,Credit Card,completed
P003861,O003861,Credit Card,completed
P003862,O003862,Cash,
P003863,O003863,UPI,completed
P003864,O003864,Credit Card,Failed
P003865,O003865,,Completed
P003866,O003866,Debit Card,Completed
P003867,O003867,Debit Card,completed
P003868,O003868,,completed
P003869,O003869,Debit Card,Failed
P003870,O003870,,Failed
P003871,O003871,Debit Card,completed
P003872,O003872,Credit Card,Failed
P003873,O003873,Cash,
P003874,O003874,UPI,Failed
P003875,O003875,UPI,completed
P003876,O003876,UPI,completed
P003877,O003877,UPI,Failed
P003878,O003878,UPI,
P003879,O003879,,
P003880,O003880,Credit Card,completed
P003881,O003881,Cash,Completed
P003882,O003882,UPI,Failed
P003883,O003883,Debit Card,Failed
P003884,O003884,Debit Card,Failed
P003885,O003885,Cash,
P003886,O003886,UPI,Completed
P003887,O003887,UPI,Failed
P003888,O003888,Credit Card,completed
P003889,O003889,Debit Card,
P003890,O003890,Debit Card,Completed
P003891,O003891,,Completed
P003892,O003892,Debit Card,
P003893,O003893,UPI,Completed
P003894,O003894,UPI,
P003895,O003895,Debit Card,Completed
P003896,O003896,,completed
P003897,O003897,Cash,Completed
P003898,O003898,Debit Card,Failed
P003899,O003899,Cash,Completed
P003900,O003900,Debit Card,
P003901,O003901,Cash,
P003902,O003902,UPI,Completed
P003903,O003903,UPI,Completed
P003904,O003904,Cash,Completed
P003905,O003905,Credit Card,Failed
P003906,O003906,UPI,Failed
P003907,O003907,,Completed
P003908,O003908,,Completed
P003909,O003909,Cash,Failed
P003910,O003910,Credit Card,Completed
P003911,O003911,,Failed
P003912,O003912,UPI,completed
P003913,O003913,Debit Card,
P003914,O003914,Debit Card,completed
P003915,O003915,UPI,
P003916,O003916,Credit Card,Completed
P003917,O003917,Cash,completed
P003918,O003918,UPI,
P003919,O003919,Debit Card,completed
P003920,O003920,Cash,Failed
P003921,O003921,Credit Card,Failed
P003922,O003922,,completed
P003923,O003923,Debit Card,Completed
P003924,O003924,Credit Card,Completed
P003925,O003925,UPI,Completed
P003926,O003926,Credit Card,completed
P003927,O003927,Credit Card,completed
P003928,O003928,Cash,Completed
P003929,O003929,Debit Card,completed
P003930,O003930,Debit Card,
P003931,O003931,Credit Card,Completed
P003932,O003932,UPI,
P003933,O003933,Credit Card,Failed
P003934,O003934,UPI,Failed
P003935,O003935,Cash,Completed
P003936,O003936,Debit Card,completed
P003937,O003937,Debit Card,Failed
P003938,O003938,Debit Card,Completed
P003939,O003939,Debit Card,Completed
P003940,O003940,Cash,completed
P003941,O003941,Credit Card,completed
P003942,O003942,Debit Card,Failed
P003943,O003943,,
P003944,O003944,UPI,Completed
P003945,O003945,UPI,Completed
P003946,O003946,Debit Card,Completed
P003947,O003947,UPI,Failed
P003948,O003948,UPI,Failed
P003949,O003949,Cash,Failed
P003950,O003950,UPI,Completed
P003951,O003951,Cash,completed
P003952,O003952,UPI,Completed
P003953,O003953,Cash,completed
P003954,O003954,UPI,
P003955,O003955,,
P003956,O003956,Credit Card,Failed
P003957,O003957,Cash,Completed
P003958,O003958,,completed
P003959,O003959,Credit Card,Completed
P003960,O003960,Credit Card,Completed
P003961,O003961,,Completed
P003962,O003962,Debit Card,
P003963,O003963,Debit Card,Completed
P003964,O003964,Cash,Failed
P003965,O003965,Debit Card,Failed
P003966,O003966,Cash,
P003967,O003967,,completed
P003968,O003968,Debit Card,
P003969,O003969,Debit Card,Failed
P003970,O003970,UPI,Failed
P003971,O003971,UPI,Failed
P003972,O003972,Credit Card,Failed
P003973,O003973,UPI,completed
P003974,O003974,,
P003975,O003975,Cash,Failed
P003976,O003976,Cash,
P003977,O003977,UPI,Failed
P003978,O003978,UPI,completed
P003979,O003979,Cash,Failed
P003980,O003980,Credit Card,completed
P003981,O003981,Debit Card,Failed
P003982,O003982,Credit Card,Failed
P003983,O003983,,
P003984,O003984,,Completed
P003985,O003985,Debit Card,completed
P003986,O003986,Debit Card,completed
P003987,O003987,Credit Card,Completed
P003988,O003988,Cash,completed
P003989,O003989,Debit Card,completed
P003990,O003990,Credit Card,completed
P003991,O003991,Credit Card,Completed
P003992,O003992,Cash,completed
P003993,O003993,Credit Card,Failed
P003994,O003994,,Failed
P003995,O003995,Cash,completed
P003996,O003996,UPI,Completed
P003997,O003997,Credit Card,Failed
P003998,O003998,Debit Card,Failed
P003999,O003999,Debit Card,Failed
P004000,O004000,Cash,Completed
P004001,O004001,Debit Card,
P004002,O004002,Debit Card,completed
P004003,O004003,UPI,Failed
P004004,O004004,Debit Card,Failed
P004005,O004005,Cash,completed
P004006,O004006,Cash,completed
P004007,O004007,,Failed
P004008,O004008,Credit Card,Failed
P004009,O004009,Credit Card,Failed
P004010,O004010,Credit Card,Completed
P004011,O004011,Cash,
P004012,O004012,Debit Card,
P004013,O004013,Credit Card,completed
P004014,O004014,Debit Card,Completed
P004015,O004015,Debit Card,
P004016,O004016,,Completed
P004017,O004017,Credit Card,
P004018,O004018,Cash,Completed
P004019,O004019,Cash,completed
P004020,O004020,,completed
P004021,O004021,Credit Card,
P004022,O004022,Debit Card,Failed
P004023,O004023,Credit Card,
P004024,O004024,Cash,
P004025,O004025,Cash,
P004026,O004026,Cash,Completed
P004027,O004027,Debit Card,completed
P004028,O004028,Cash,Completed
P004029,O004029,Credit Card,Completed
P004030,O004030,Debit Card,completed
P004031,O004031,Credit Card,
P004032,O004032,UPI,Completed
P004033,O004033,UPI,Failed
P004034,O004034,Debit Card,Failed
P004035,O004035,Cash,
P004036,O004036,Cash,Completed
P004037,O004037,Debit Card,Failed
P004038,O004038,Credit Card,
P004039,O004039,UPI,Completed
P004040,O004040,Cash,Failed
P004041,O004041,Cash,Completed
P004042,O004042,UPI,Failed
P004043,O004043,Debit Card,
P004044,O004044,Debit Card,
P004045,O004045,Debit Card,Failed
P004046,O004046,Cash,completed
P004047,O004047,Credit Card,
P004048,O004048,,Completed
P004049,O004049,Debit Card,
P004050,O004050,,Failed
P004051,O004051,Credit Card,completed
P004052,O004052,Cash,completed
P004053,O004053,,Completed
P004054,O004054,Debit Card,Failed
P004055,O004055,,
P004056,O004056,UPI,
P004057,O004057,Credit Card,Failed
P004058,O004058,UPI,Failed
P004059,O004059,Credit Card,Failed
P004060,O004060,Credit Card,completed
P004061,O004061,Cash,completed
P004062,O004062,Credit Card,completed
P004063,O004063,Credit Card,Completed
P004064,O004064,Debit Card,Completed
P004065,O004065,UPI,completed
P004066,O004066,,Failed
P004067,O004067,Cash,Failed
P004068,O004068,Credit Card,
P004069,O004069,Debit Card,completed
P004070,O004070,Credit Card,Failed
P004071,O004071,Cash,Failed
P004072,O004072,UPI,
P004073,O004073,,
P004074,O004074,Debit Card,Completed
P004075,O004075,Cash,completed
P004076,O004076,Cash,Completed
P004077,O004077,Credit Card,Completed
P004078,O004078,Debit Card,
P004079,O004079,,Failed
P004080,O004080,Cash,completed
P004081,O004081,,
P004082,O004082,UPI,completed
P004083,O004083,Credit Card,
P004084,O004084,,Failed
P004085,O004085,Cash,completed
P004086,O004086,Cash,Failed
P004087,O004087,Cash,Completed
P004088,O004088,Cash,completed
P004089,O004089,Debit Card,
P004090,O004090,Credit Card,Completed
P004091,O004091,Debit Card,Completed
P004092,O004092,Debit Card,
P004093,O004093,Credit Card,completed
P004094,O004094,Cash,Failed
P004095,O004095,UPI,Completed
P004096,O004096,Debit Card,completed
P004097,O004097,,completed
P004098,O004098,Debit Card,Failed
P004099,O004099,Credit Card,Completed
P004100,O004100,Debit Card,Failed
P004101,O004101,,completed
P004102,O004102,Debit Card,completed
P004103,O004103,UPI,
P004104,O004104,Debit Card,
P004105,O004105,,Failed
P004106,O004106,Cash,Completed
P004107,O004107,UPI,Failed
P004108,O004108,Cash,Completed
P004109,O004109,Debit Card,
P004110,O004110,,Completed
P004111,O004111,Credit Card,completed
P004112,O004112,UPI,completed
P004113,O004113,,
P004114,O004114,Credit Card,
P004115,O004115,UPI,
P004116,O004116,UPI,Failed
P004117,O004117,Debit Card,Completed
P004118,O004118,Credit Card,Failed
P004119,O004119,UPI,Completed
P004120,O004120,UPI,
P004121,O004121,Debit Card,Failed
P004122,O004122,Debit Card,
P004123,O004123,Cash,Failed
P004124,O004124,Cash,Failed
P004125,O004125,Cash,completed
P004126,O004126,Cash,Failed
P004127,O004127,Credit Card,
P004128,O004128,Credit Card,Failed
P004129,O004129,,
P004130,O004130,,
P004131,O004131,Cash,Completed
P004132,O004132,Cash,completed
P004133,O004133,Credit Card,Completed
P004134,O004134,Cash,Failed
P004135,O004135,Cash,Failed
P004136,O004136,Credit Card,Failed
P004137,O004137,UPI,completed
P004138,O004138,Credit Card,Completed
P004139,O004139,Cash,
P004140,O004140,Credit Card,completed
P004141,O004141,,Failed
P004142,O004142,UPI,Completed
P004143,O004143,UPI,Failed
P004144,O004144,UPI,Failed
P004145,O004145,Credit Card,
P004146,O004146,,completed
P004147,O004147,Debit Card,Failed
P004148,O004148,,Failed
P004149,O004149,,Failed
P004150,O004150,Cash,Failed
P004151,O004151,,Completed
P004152,O004152,Credit Card,Failed
P004153,O004153,UPI,completed
P004154,O004154,,
P004155,O004155,,completed
P004156,O004156,Debit Card,Completed
P004157,O004157,Debit Card,Failed
P004158,O004158,Cash,
P004159,O004159,Debit Card,
P004160,O004160,Cash,
P004161,O004161,Credit Card,completed
P004162,O004162,UPI,completed
P004163,O004163,Debit Card,completed
P004164,O004164,Credit Card,Failed
P004165,O004165,UPI,
P004166,O004166,Credit Card,Completed
P004167,O004167,Credit Card,Completed
P004168,O004168,Credit Card,
P004169,O004169,Credit Card,Completed
P004170,O004170,Debit Card,completed
P004171,O004171,,Completed
P004172,O004172,Credit Card,
